ID,Title,Description,Category_title,Date,Time,Year,Longitude,Latitude
EONET_13416,Homochitto BB 45 Sub 1 2 RX Wildfire  Franklin  Mississippi,,Wildfires,2025-04-30,09:48:00,2025,-91.065,31.389
EONET_13420,Chickasawhay CPT 356 RX Wildfire  Jones  Mississippi,,Wildfires,2025-04-30,09:35:00,2025,-88.9543,31.5353
EONET_13418,DeSoto BB 7203 East RX Wildfire  Perry  Mississippi,,Wildfires,2025-04-29,11:15:00,2025,-88.900278,30.948889
EONET_13424,Homochitto BB 36 S Sub 5 RX Wildfire  Wilkinson  Mississippi,,Wildfires,2025-04-29,10:13:00,2025,-91.157,31.296
EONET_13422,RX CAT C-32-33-34 Wildfire  Grant  Louisiana,,Wildfires,2025-04-29,09:47:00,2025,-92.446146,31.675884
EONET_13426,RX KIS C-24-25 Wildfire  Natchitoches  Louisiana,,Wildfires,2025-04-29,09:17:00,2025,-93.058133,31.49885
EONET_13425,RX CALE C-49 Wildfire  Rapides  Louisiana,,Wildfires,2025-04-29,09:16:00,2025,-92.5549,31.0907
EONET_13414,ANF Guidrey C 65 RX Wildfire  Angelina  Texas,,Wildfires,2025-04-29,09:11:00,2025,-94.32345,31.140417
EONET_13410,Horse Heaven Rx Wildfire  Wythe  Virginia,,Wildfires,2025-04-29,07:36:00,2025,-81.152033,36.777967
EONET_13430,rx-Lapham Good Oak 2025 Wildfire  Waukesha  Wisconsin,,Wildfires,2025-04-28,17:41:00,2025,-88.3992015,43.0403647
EONET_13508,Rainbow Gulch RX Wildfire  El Paso  Colorado,,Wildfires,2025-04-28,17:07:00,2025,-105.00087,38.977571
EONET_13408,Stronghold Wildfire  Cochise  Arizona,21 Miles East of the town of Benson  AZ.,Wildfires,2025-04-28,16:42:00,2025,-109.94154,31.93699
EONET_13403,DeSoto BB 7209 Northwest RX Wildfire  Perry  Mississippi,,Wildfires,2025-04-28,10:56:00,2025,-88.909333,31.02825
EONET_13429,RX CALE C-362 Wildfire  Rapides  Louisiana,,Wildfires,2025-04-28,09:44:00,2025,-92.641683,31.171517
EONET_13432,RX KIS C-43-44 Wildfire  Natchitoches  Louisiana,,Wildfires,2025-04-28,09:16:00,2025,-93.0327,31.477867
EONET_13370,Wildfire in Australia 1023712,,Wildfires,2025-04-27,19:00:00,2025,127.84730549567904,-17.14074812671574
EONET_13409,BLACK SWAMP Wildfire  Jones  North Carolina,Jones County  6 miles SE of Maysville  NC,Wildfires,2025-04-27,13:46:00,2025,-77.114133,34.862633
EONET_13434,Dutch Mill RX Wildfire  Delta  Michigan,,Wildfires,2025-04-26,14:23:00,2025,-86.95,46.045333
EONET_13439,Farrell RX Wildfire  Codington  South Dakota,,Wildfires,2025-04-26,08:34:00,2025,-96.973,44.8851
EONET_13506,RX BOSH JACKPOT Wildfire  Owyhee  Idaho,,Wildfires,2025-04-25,18:16:00,2025,-116.559094,42.605363
EONET_13428,27 FIRE Wildfire  Broward  Florida,Broward County  Weston  Florida,Wildfires,2025-04-25,14:15:00,2025,-80.4502778,26.0847222
EONET_13436,Bee Island Fire (58) Wildfire  Sarasota  Florida,Myakka State Park: 13208 State Road 72 (Bee Island Primitive Campsite area)  Sar,Wildfires,2025-04-24,20:48:00,2025,-82.2608333,27.2613889
EONET_13419,Thompson Hollow Rd. Wildfire  Adams  Pennsylvania,20 miles SE of Shippensburg PA.,Wildfires,2025-04-24,16:57:00,2025,-77.403951,39.988532
EONET_13441,Fore Mountain Rx Wildfire  Alleghany  Virginia,,Wildfires,2025-04-24,07:40:00,2025,-79.87395,37.843583
EONET_13367,Iceberg A23C,,Sea and Lake Ice,2025-04-24,00:00:00,2025,-36.83,-56.25
EONET_13368,Iceberg D36A,,Sea and Lake Ice,2025-04-24,00:00:00,2025,86.55,-66.32
EONET_13369,Iceberg D36B,,Sea and Lake Ice,2025-04-24,00:00:00,2025,86.74,-66.25
EONET_13364,Jones Road Wildfire  Ocean  New Jersey,Intersection of Bryant Road and Jones Road,Wildfires,2025-04-23,08:28:00,2025,-74.299352,39.795177
EONET_13407,Curry Island (22) Wildfire  Glades  Florida,Glades County  Lakeport  Florida,Wildfires,2025-04-22,23:20:00,2025,-81.1119444,26.9552778
EONET_13354,Wildfire in Russian Federation 1023700,,Wildfires,2025-04-22,19:00:00,2025,115.29502301512093,52.736950773997876
EONET_13358,Wildfire in Russian Federation 1023704,,Wildfires,2025-04-22,19:00:00,2025,115.89241812894073,52.82836269206902
EONET_13359,Wildfire in Russian Federation 1023706,,Wildfires,2025-04-22,19:00:00,2025,114.45755916743784,52.577230572264625
EONET_13360,Wildfire in Russian Federation 1023707,,Wildfires,2025-04-22,19:00:00,2025,115.90383242124985,52.82842547256827
EONET_13365,Wildfire in Russian Federation 1023710,,Wildfires,2025-04-22,19:00:00,2025,116.28876433875847,53.30396108851382
EONET_13435,Pines RX Wildfire  Sevier  Utah,,Wildfires,2025-04-22,13:37:00,2025,-111.3249,38.990911
EONET_13445,NW Prairie South RX Wildfire  Lac qui Parle  Minnesota,,Wildfires,2025-04-22,12:12:00,2025,-96.4467,45.2683
EONET_13417,Plum Creek Wildfire  Brown  Nebraska,Brown County  5 miles NE of Johnstown  NE,Wildfires,2025-04-21,19:35:00,2025,-100.149164,42.599661
EONET_13351,Wildfire in Mexico 1023698,,Wildfires,2025-04-21,19:00:00,2025,-105.3806890651289,20.196407048537605
EONET_13437,LXR Eastside Rx 0419 Wildfire  Palm Beach  Florida,,Wildfires,2025-04-21,07:14:00,2025,-80.266617,26.535617
EONET_13361,Wildfire in Russian Federation 1023708,,Wildfires,2025-04-20,19:00:00,2025,117.19675232910652,52.85817489424867
EONET_13346,Wildfire in Russian Federation 1023695,,Wildfires,2025-04-19,19:00:00,2025,115.4401231497338,52.69555137968115
EONET_13355,Wildfire in Russian Federation 1023701,,Wildfires,2025-04-19,19:00:00,2025,115.29493508953968,53.07150997242144
EONET_13371,Wildfire in Australia 1023713,,Wildfires,2025-04-19,19:00:00,2025,130.3984592929139,-18.45615135360597
EONET_13440,Hwy 210 Wildfire  Pender  North Carolina,NC 210 &amp;amp;amp; NC117,Wildfires,2025-04-19,18:59:00,2025,-77.9211111,34.4394444
EONET_13433,Danny&#039;s Wildfire  Cumberland  New Jersey,NJ Peaslee Wildlife Management Area  area of  Union Road  Rt. 49 and Mays Landin,Wildfires,2025-04-19,11:46:00,2025,-74.94135,39.39074
EONET_13362,Wildfire in Cuba 1023709,,Wildfires,2025-04-18,19:00:00,2025,-83.91599013339257,22.378108034994153
EONET_13363,Wildfire in Russian Federation 1023705,,Wildfires,2025-04-18,19:00:00,2025,114.62070789753163,52.753803968987945
EONET_13232,LIRI FY25 Slant Rock RX Wildfire  Winston  Alabama,,Wildfires,2025-04-18,10:10:00,2025,-87.342075,34.097144
EONET_13233,rx-51 North Wildfire  Burnett  Wisconsin,,Wildfires,2025-04-18,09:42:00,2025,-92.5678007,45.8658224
EONET_13347,Wildfire in Laos 1023696,,Wildfires,2025-04-17,19:00:00,2025,101.5951508074957,20.701027346261032
EONET_13352,Wildfire in Russian Federation 1023699,,Wildfires,2025-04-17,19:00:00,2025,114.64681726406175,52.994791535758885
EONET_13356,Wildfire in Russian Federation 1023702,,Wildfires,2025-04-17,19:00:00,2025,114.84288190763505,53.021292469949714
EONET_13366,Wildfire in Russian Federation 1023711,,Wildfires,2025-04-17,19:00:00,2025,116.14315386682233,53.20736499396486
EONET_13413,DCNF C. 41/42 RX Wildfire  Houston  Texas,,Wildfires,2025-04-17,12:27:00,2025,-95.220302,31.32807
EONET_13244,Tombigbee CPT 79 77 RX Wildfire  Winston  Mississippi,,Wildfires,2025-04-17,10:28:00,2025,-89.0873,33.2345
EONET_13238,RX C1 &amp; C2 Wildfire  Montgomery  Arkansas,,Wildfires,2025-04-17,10:24:00,2025,-93.785833,34.47
EONET_13230,Partridge Two Wildfire  Morrison  Minnesota,8 miles SE of Pierz  MN,Wildfires,2025-04-17,10:03:00,2025,-93.92416,45.924063
EONET_13245,Bienville CPT 61 63 RX Wildfire  Scott  Mississippi,,Wildfires,2025-04-17,08:53:00,2025,-89.433,32.3469
EONET_13239,RX Stevens Wildfire  Polk  Arkansas,,Wildfires,2025-04-17,08:46:00,2025,-94.216111,34.406667
EONET_13251,LXR Eastside Rx 0417 Wildfire  Palm Beach  Florida,,Wildfires,2025-04-17,08:33:00,2025,-80.266617,26.535617
EONET_13246,Fed Park RX Wildfire  Mason  Michigan,,Wildfires,2025-04-17,08:11:00,2025,-86.394333,44.1032
EONET_13234,Buck Creek Fire Wildfire  Pushmataha  Oklahoma,7 miles W of Dunbar,Wildfires,2025-04-16,23:28:00,2025,-95.6883333,34.4569444
EONET_13250,Mio Prairie RX Wildfire  Oscoda  Michigan,,Wildfires,2025-04-16,12:16:00,2025,-84.21381,44.539173
EONET_13259,Holly Springs IU 140 1  141 1 RX Wildfire  Yalobusha  Mississippi,,Wildfires,2025-04-16,11:23:00,2025,-89.7962,34.0568
EONET_13260,RX Alamo 17 Wildfire  Garland  Arkansas,,Wildfires,2025-04-16,10:11:00,2025,-93.348056,34.483056
EONET_13256,RX Crystal Peninsula &amp; Hickory Nut Wildfire  Garland  Arkansas,,Wildfires,2025-04-16,10:08:00,2025,-93.399167,34.556389
EONET_13254,RX Bo/Mag Byway Wildfire  Logan  Arkansas,,Wildfires,2025-04-16,09:40:00,2025,-93.555413,35.241698
EONET_13252,RX CAN C23-28 Wildfire  Webster  Louisiana,,Wildfires,2025-04-16,09:18:00,2025,-93.291667,32.694722
EONET_13253,RX CAN C-29 Wildfire  Webster  Louisiana,,Wildfires,2025-04-16,09:12:00,2025,-93.271667,32.739722
EONET_13257,RX Greenhaw Wildfire  Newton  Arkansas,,Wildfires,2025-04-16,08:43:00,2025,-93.0302,35.791717
EONET_13258,RX Buffalo Road Wildfire  Scott  Arkansas,,Wildfires,2025-04-16,08:36:00,2025,-94.110595,34.804925
EONET_13444,Site 3 RX A&amp;C Wildfire  Talladega  Alabama,,Wildfires,2025-04-16,08:27:00,2025,-86.19299,33.18283
EONET_13265,Jail House RX Wildfire  Winston  Alabama,,Wildfires,2025-04-16,08:26:00,2025,-87.218833,34.148167
EONET_13255,Chase Fuels RX Wildfire  Lake  Michigan,,Wildfires,2025-04-16,08:20:00,2025,-85.73175,43.830833
EONET_13266,Rx Walker 2224 Wildfire  Walker  Texas,,Wildfires,2025-04-16,08:18:00,2025,-95.663252,30.656471
EONET_13261,RX Wildcat Hollow East Wildfire  Yell  Arkansas,,Wildfires,2025-04-16,07:58:00,2025,-93.483778,34.864556
EONET_13224,Wildfire in Australia 1023684,,Wildfires,2025-04-15,19:00:00,2025,131.051899825058,-15.835208395563434
EONET_13225,Wildfire in Australia 1023685,,Wildfires,2025-04-15,19:00:00,2025,147.2513719027058,-26.15769464967942
EONET_13229,Picker Flats Fire Wildfire  Adair  Oklahoma,Northeast of Proctor  OK,Wildfires,2025-04-15,18:51:00,2025,-94.7805556,35.9522222
EONET_13241,Bee Rock Creek Wildfire  McDowell  North Carolina,9 Miles Northwest of Marion  NC 9 Miles Northwest of Marion  NC,Wildfires,2025-04-15,17:07:00,2025,-82.1080556,35.7994444
EONET_13274,RX Ross Creek East 3 Wildfire  Scott  Arkansas,,Wildfires,2025-04-15,13:08:00,2025,-94.070798,34.824078
EONET_13271,RX CAT C-39 Wildfire  Grant  Louisiana,,Wildfires,2025-04-15,09:47:00,2025,-92.496831,31.652552
EONET_13423,SHNF C. 6/7 RX Wildfire  Montgomery  Texas,,Wildfires,2025-04-15,09:46:00,2025,-95.78,30.526667
EONET_13242,Unit 23 24 26 RX Wildfire  Sherburne  Minnesota,,Wildfires,2025-04-15,09:36:00,2025,-93.7184,45.484958
EONET_13264,IBSP North RX Wildfire  Lake  Illinois,,Wildfires,2025-04-15,09:36:00,2025,-87.809094,42.469322
EONET_13267,RX WINN C-23 Wildfire  Winn  Louisiana,,Wildfires,2025-04-15,09:21:00,2025,-92.853611,32.0775
EONET_13270,ANF Townsend C. 15 RX Wildfire  San Augustine  Texas,,Wildfires,2025-04-15,09:21:00,2025,-94.297051,31.357727
EONET_13273,RX CALE C-361 Wildfire  Rapides  Louisiana,,Wildfires,2025-04-15,09:03:00,2025,-92.614417,31.2002
EONET_13235,Hilliardville Wildfire  Wakulla  Florida,Hilliardville,Wildfires,2025-04-15,08:16:00,2025,-84.405556,30.2825
EONET_13236,Blue Jay Wildfire  Montgomery  Texas,SHNF - COMP. 7 - FM 149 and Bethel road best access is FS Rd. 203,Wildfires,2025-04-14,21:14:00,2025,-95.768467,30.52675
EONET_13335,Wildfire in Russian Federation 1023690,,Wildfires,2025-04-14,19:00:00,2025,114.8419905531358,52.41412557892783
EONET_13353,Wildfire in Russian Federation 1023697,,Wildfires,2025-04-14,19:00:00,2025,115.60038452517517,53.61652896840107
EONET_13357,Wildfire in Russian Federation 1023703,,Wildfires,2025-04-14,19:00:00,2025,114.54748846946387,52.66299807731874
EONET_13269,Mill Creek RX Wildfire  Jackson  Illinois,,Wildfires,2025-04-14,17:51:00,2025,-89.26545,37.607083
EONET_13284,FY25 TAPR WP1 RP1 RP2 CH1 CH2 RX BIL Wildfire  Chase  Kansas,,Wildfires,2025-04-14,17:15:00,2025,-96.587222,38.421667
EONET_13231,West Funk Lagoon WPA Unit RX Wildfire  Phelps  Nebraska,,Wildfires,2025-04-14,16:22:00,2025,-99.246068,40.488774
EONET_13249,LAST CHANCE Wildfire  Delaware  Oklahoma,4.6 miles E of Kenwood  OK,Wildfires,2025-04-14,14:43:00,2025,-94.884444,36.286667
EONET_13443,MTMLR-BIL-FY25-RX-Unit 10 Wildfire  Cascade  Montana,,Wildfires,2025-04-14,12:08:00,2025,-111.314507,47.681194
EONET_13288,Holly Springs IU 131 2  134 1 RX Wildfire  Yalobusha  Mississippi,,Wildfires,2025-04-14,11:52:00,2025,-89.8031,33.9393
EONET_13247,Double S Middle RX Wildfire  Thomas  Nebraska,,Wildfires,2025-04-14,11:34:00,2025,-100.359867,41.793133
EONET_13285,RX WINN C-12-19 Wildfire  Natchitoches  Louisiana,,Wildfires,2025-04-14,11:03:00,2025,-92.932778,32.106667
EONET_13278,Chickasawhay CPT 375 376 RX Wildfire  Wayne  Mississippi,,Wildfires,2025-04-14,10:07:00,2025,-88.941389,31.519722
EONET_13287,SHNF C 70/72 RX Wildfire  Walker  Texas,,Wildfires,2025-04-14,09:38:00,2025,-95.4,30.666667
EONET_13279,rx-Kincaid Spring Wildfire  Waukesha  Wisconsin,,Wildfires,2025-04-14,09:31:00,2025,-88.5287624,43.0023488
EONET_13281,RX Stob Gap 12 Alexander Mtn 5 Wildfire  Franklin  Arkansas,,Wildfires,2025-04-14,08:44:00,2025,-93.9493,35.6928
EONET_13282,RX N Bee Rough Wildfire  McCurtain  Oklahoma,,Wildfires,2025-04-14,08:42:00,2025,-94.705967,34.254
EONET_13268,RX Beech Creek C4 C5 C6 Wildfire  Montgomery  Arkansas,,Wildfires,2025-04-14,08:26:00,2025,-93.815278,34.483611
EONET_13280,RX Wildcat cr/ Barnhart West Wildfire  Yell  Arkansas,,Wildfires,2025-04-14,08:12:00,2025,-93.435167,34.897222
EONET_13276,South 19th RX Wildfire  Coffey  Kansas,,Wildfires,2025-04-13,20:17:00,2025,-95.935554,38.30984
EONET_13275,Ceder River Fire Wildfire  Adams  North Dakota,23 miles NE of Hettinger  ND.,Wildfires,2025-04-13,16:56:00,2025,-102.2683333,46.0130556
EONET_13283,rx-78 Wildfire  Burnett  Wisconsin,,Wildfires,2025-04-13,15:27:00,2025,-92.6214841,45.8719037
EONET_13286,Wiregrass RX Wildfire  Clay  Alabama,,Wildfires,2025-04-13,13:37:00,2025,-86.170833,33.177222
EONET_13349,Raung Volcano  Indonesia,,Volcanoes,2025-04-13,00:00:00,2025,114.056,-8.119
EONET_13237,HAOE LEAD Wildfire  Graham  North Carolina,Joyce Kilmer Wilderness Area,Wildfires,2025-04-12,20:37:00,2025,-83.940333,35.376467
EONET_13240,Juniper Swamp Wildfire  Liberty  Florida,NE of Camel Lake,Wildfires,2025-04-12,19:23:00,2025,-84.9662,30.296333
EONET_13212,Wildfire in Russian Federation 1023674,,Wildfires,2025-04-12,19:00:00,2025,114.08487536948236,52.85876699802186
EONET_13220,Wildfire in Russian Federation 1023680,,Wildfires,2025-04-12,19:00:00,2025,112.85675631492883,54.09133382574459
EONET_13227,Wildfire in Australia 1023687,,Wildfires,2025-04-12,19:00:00,2025,140.38448354962398,-21.127638641666138
EONET_13333,Wildfire in Russian Federation 1023688,,Wildfires,2025-04-12,19:00:00,2025,116.44584197002939,53.55760581332528
EONET_13336,Wildfire in Russian Federation 1023691,,Wildfires,2025-04-12,19:00:00,2025,114.36429378830864,52.32867033977128
EONET_13293,Paur Fire Wildfire  Grand Forks  North Dakota,,Wildfires,2025-04-12,16:03:00,2025,-97.427717,48.063989
EONET_13295,Maumee RX Wildfire  Jackson  Indiana,,Wildfires,2025-04-12,15:17:00,2025,-86.2852,39.0001
EONET_13298,Homochitto BB18 South Sub 3 Rx Wildfire  Franklin  Mississippi,,Wildfires,2025-04-12,12:55:00,2025,-90.88,31.396
EONET_13297,Holly Springs IU 113 1 RX Wildfire  Lafayette  Mississippi,,Wildfires,2025-04-12,09:37:00,2025,-89.3648,34.3892
EONET_13294,SHNF COMP 25 26 RX Wildfire  Walker  Texas,,Wildfires,2025-04-12,09:26:00,2025,-95.651967,30.57545
EONET_13296,Chickasawhay CPT 352 RX Wildfire  Jones  Mississippi,,Wildfires,2025-04-12,09:04:00,2025,-88.9828,31.511
EONET_13208,Wildfire in Chad 1023669,,Wildfires,2025-04-11,19:00:00,2025,19.809023388189026,14.983530731412626
EONET_13213,Wildfire in Russian Federation 1023675,,Wildfires,2025-04-11,19:00:00,2025,114.90851611457028,52.92164678793293
EONET_13222,Wildfire in Sudan 1023682,,Wildfires,2025-04-11,19:00:00,2025,32.80721927861062,8.811654251129951
EONET_13303,Rx San Jacinto 2077 Wildfire  San Jacinto  Texas,,Wildfires,2025-04-11,18:37:00,2025,-95.285,30.83055556
EONET_13228,Buffalo Wildfire  Dewey  South Dakota,Dewey County  2 miles NW of Marksville  SD,Wildfires,2025-04-11,17:43:00,2025,-100.4047222,45.09388889
EONET_13415,SPA RX - ELK DROP Wildfire  Stevens  Washington,,Wildfires,2025-04-11,13:58:00,2025,-118.112957,47.911486
EONET_13299,RX Ross Creek East Wildfire  Scott  Arkansas,,Wildfires,2025-04-11,11:36:00,2025,-94.112458,34.818835
EONET_13438,San Pitch RX Wildfire  Sanpete  Utah,,Wildfires,2025-04-11,11:11:00,2025,-111.748036,39.359275
EONET_13307,Homochitto BB 18 South Sub 2 3  RX Wildfire  Franklin  Mississippi,,Wildfires,2025-04-11,10:07:00,2025,-90.872,31.382
EONET_13262,Compartment 30 RX Wildfire  Bibb  Alabama,,Wildfires,2025-04-11,10:02:00,2025,-87.362417,32.950182
EONET_13300,RX Eastern 1 S &amp; Camp Clearfork Wildfire  Garland  Arkansas,,Wildfires,2025-04-11,09:56:00,2025,-93.354167,34.514444
EONET_13301,RX Walnut 12 Wildfire  Montgomery  Arkansas,,Wildfires,2025-04-11,09:47:00,2025,-93.408333,34.518889
EONET_13311,DCNF C. 39 RX Wildfire  Houston  Texas,,Wildfires,2025-04-11,09:42:00,2025,-95.271846,31.31223
EONET_13308,RX CALV C-253-254-259 Wildfire  Vernon  Louisiana,,Wildfires,2025-04-11,09:09:00,2025,-93.153167,31.02545
EONET_13292,rx-Pierce-Jacobson Flowage Wildfire  Walworth  Wisconsin,,Wildfires,2025-04-11,09:07:00,2025,-88.6118306,42.7127671
EONET_13302,RX Rock Creek Wildfire  Van Buren  Arkansas,,Wildfires,2025-04-11,09:02:00,2025,-92.800228,35.463975
EONET_13304,RX Whiskey Springs North Wildfire  Crawford  Arkansas,,Wildfires,2025-04-11,08:36:00,2025,-94.3625,35.7446
EONET_13305,RX Bee Knob Wildfire  Yell  Arkansas,,Wildfires,2025-04-11,08:35:00,2025,-93.68,34.823056
EONET_13309,Fishing Bay Wildfire  Dorchester  Maryland,8 miles south of Vienna  MD (Fishing Bay Wildlife Management Area).,Wildfires,2025-04-11,07:46:00,2025,-75.98023,38.308702
EONET_13310,Guinea Island Wildfire  Dorchester  Maryland,6 miles North of Elliott Island MD (Fishing Bay Wildlife Management Area).,Wildfires,2025-04-11,07:43:00,2025,-75.990457,38.379849
EONET_13314,Continental Flare Fire Wildfire  McKenzie  North Dakota,,Wildfires,2025-04-10,19:35:00,2025,-103.29019,47.877953
EONET_13209,Wildfire in Australia 1023670,,Wildfires,2025-04-10,19:00:00,2025,122.94855245035775,-22.880015040317137
EONET_13214,Wildfire in Russian Federation 1023676,,Wildfires,2025-04-10,19:00:00,2025,114.87591523782723,52.7984983333058
EONET_13221,Wildfire in Russian Federation 1023681,,Wildfires,2025-04-10,19:00:00,2025,112.13206405044205,52.71342233651401
EONET_13223,Wildfire in Russian Federation 1023683,,Wildfires,2025-04-10,19:00:00,2025,117.81550913150488,53.149974318272875
EONET_13337,Wildfire in Russian Federation 1023692,,Wildfires,2025-04-10,19:00:00,2025,115.6872645343833,52.950340832469216
EONET_13338,Wildfire in Russian Federation 1023693,,Wildfires,2025-04-10,19:00:00,2025,115.64671708494694,53.099330249283696
EONET_13272,rx-80 Wildfire  Burnett  Wisconsin,,Wildfires,2025-04-10,12:35:00,2025,-92.6207464,45.8902911
EONET_13325,RX Little Creek Wildfire  Franklin  Arkansas,,Wildfires,2025-04-10,11:31:00,2025,-94.0267,35.608
EONET_13321,Tombigbee IU 40s RX Wildfire  Choctaw  Mississippi,,Wildfires,2025-04-10,10:34:00,2025,-89.1026,33.2916
EONET_13313,RX CAT C-13-14 Wildfire  Grant  Louisiana,,Wildfires,2025-04-10,09:50:00,2025,-92.563586,31.715663
EONET_13277,Compartment 21 RX Wildfire  Hale  Alabama,,Wildfires,2025-04-10,09:41:00,2025,-87.489495,32.968973
EONET_13315,RX Smokey Hollow 1 &amp; Smokey Hollow 1 West Wildfire  Montgomery  Arkansas,,Wildfires,2025-04-10,09:26:00,2025,-93.63,34.4725
EONET_13312,SNF Curry Creek E. C. 120 RX Wildfire  Sabine  Texas,,Wildfires,2025-04-10,09:24:00,2025,-93.914,31.219667
EONET_13320,RX Alamo 20 Wildfire  Montgomery  Arkansas,,Wildfires,2025-04-10,09:23:00,2025,-93.437222,34.485
EONET_13323,Homochitto BB 31 Sub 2 RX Wildfire  Amite  Mississippi,,Wildfires,2025-04-10,09:16:00,2025,-91.024,31.309
EONET_13319,Chickasawhay CPT 374 376 RX Wildfire  Wayne  Mississippi,,Wildfires,2025-04-10,09:12:00,2025,-88.9256,31.5518
EONET_13318,RX Wildcat West /  Norris Wildfire  Yell  Arkansas,,Wildfires,2025-04-10,09:08:00,2025,-93.527583,34.8665
EONET_13324,RX CALV C-256 E Wildfire  Vernon  Louisiana,,Wildfires,2025-04-10,09:08:00,2025,-93.185517,31.019883
EONET_13316,RX Pilot/Round Mountain Wildfire  Scott  Arkansas,,Wildfires,2025-04-10,09:03:00,2025,-94.072071,34.793871
EONET_13317,RX Speck Hollow Wildfire  Polk  Arkansas,,Wildfires,2025-04-10,09:00:00,2025,-94.245833,34.428333
EONET_13306,APQ Rec Area 7 RX 0410 Wildfire  Polk  Florida,,Wildfires,2025-04-10,08:28:00,2025,-81.280632,27.645975
EONET_13342,Popocatepetl Volcano  Mexico,,Volcanoes,2025-04-10,00:00:00,2025,-98.622,19.023
EONET_13243,Dugdale Wildfire  Polk  Minnesota,7 miles SW of Mentor  MN,Wildfires,2025-04-09,19:06:00,2025,-96.276928,47.694694
EONET_13215,Wildfire in Russian Federation 1023672,,Wildfires,2025-04-09,19:00:00,2025,114.97196961601601,52.491306777350324
EONET_13216,Wildfire in Russian Federation 1023677,,Wildfires,2025-04-09,19:00:00,2025,114.95791774075086,52.72668761932433
EONET_13217,Wildfire in Russian Federation 1023678,,Wildfires,2025-04-09,19:00:00,2025,115.13753029199178,52.790086923128584
EONET_13334,Wildfire in Russian Federation 1023689,,Wildfires,2025-04-09,19:00:00,2025,115.84837614880095,52.99781396892192
EONET_13339,Wildfire in Mexico 1023694,,Wildfires,2025-04-09,19:00:00,2025,-106.2514045928239,24.149399752201216
EONET_13174,East Kennedy Creek Wildfire  Coffey  Kansas,,Wildfires,2025-04-09,12:20:00,2025,-95.821678,38.284253
